prodID_TPCW;custID_TPCW;invoice_TPCW;amt;discounted;qty;salesDate
31;4;17265;219;0;150;2010-07-
35;18;17266;301;0;142;2010-03-
83;18;17266;269;0;161;2010-03-
51;16;17267;273;0;51;2009-08-
92;31;17268;177;0;48;2005-06-
4;16;17269;285;0;162;2005-08-
54;16;17269;202;0;179;2005-08-
99;16;17269;250;0;120;2005-08-
65;16;17270;191;0;135;2006-08-
11;16;17270;140;0;118;2006-08-
47;19;17271;274;0;27;2005-08-
84;4;17272;371;0;171;2009-01-
81;4;17272;309;0;138;2009-01-
102;7;17273;371;0;196;2006-01-
84;7;17273;148;0;138;2006-01-
19;7;17274;102;0;72;2005-01-
96;7;17275;364;0;14;2008-01-
26;12;17276;303;0;65;2007-10-
86;31;17277;388;0;182;2008-07-
96;39;17278;128;0;123;2008-05-
61;26;17279;335;0;164;2010-10-
35;26;17279;358;0;31;2010-10-
98;31;17280;345;0;28;2005-07-
31;31;17280;158;0;163;2005-07-
18;31;17280;309;0;196;2005-07-
10;23;17281;256;0;101;2009-03-
9;23;17281;333;0;194;2009-03-
14;24;17282;214;0;30;2006-05-
1;40;17283;376;0;34;2008-10-
84;16;17284;377;0;50;2008-11-
41;24;17285;159;0;178;2008-05-
83;24;17285;345;0;31;2008-05-
74;24;17285;125;0;117;2008-05-
98;24;17286;376;0;120;2009-05-
6;24;17286;302;0;191;2009-05-
73;23;17287;102;0;144;2007-07-
9;23;17287;370;0;170;2007-07-
19;40;17288;270;0;85;2007-11-
41;40;17288;227;0;153;2007-11-
49;40;17289;130;0;101;2005-11-
8;17;17290;128;0;23;2007-09-
6;17;17290;172;0;84;2007-09-
34;23;17291;358;0;168;2010-01-
84;23;17291;325;0;97;2010-01-
18;23;17291;363;0;177;2010-01-
88;17;17292;208;0;28;2006-09-
57;17;17292;188;0;136;2006-09-
18;40;17293;257;0;116;2008-11-
1;40;17293;137;0;146;2008-11-
88;40;17294;297;0;92;2009-11-
95;40;17294;264;0;108;2009-11-
84;19;17295;130;0;56;2006-07-
68;2;17296;292;0;137;2009-10-
73;2;17297;117;0;145;2008-10-
84;2;17297;179;0;154;2008-10-
103;16;17298;309;0;104;2005-11-
26;16;17298;105;0;18;2005-11-
38;16;17298;386;0;152;2005-11-
79;16;17298;209;0;159;2005-11-
61;2;17299;163;0;122;2007-10-
90;2;17300;209;0;21;2006-10-
57;2;17300;185;0;105;2006-10-
105;2;17300;324;0;102;2006-10-
95;2;17301;342;0;48;2005-10-
55;7;17302;285;0;21;2006-04-
69;33;17303;352;0;10;2006-07-
104;33;17303;175;0;81;2006-07-
84;30;17304;239;0;22;2007-12-
82;34;17305;191;0;12;2009-02-
93;34;17305;245;0;183;2009-02-
77;39;17306;314;0;163;2009-02-
41;38;17307;269;0;78;2008-10-
62;38;17307;209;0;173;2008-10-
40;11;17308;141;0;97;2005-07-
75;11;17309;231;0;145;2006-07-
97;11;17310;148;0;135;2007-07-
30;19;17311;203;0;198;2009-12-
82;19;17311;377;0;69;2009-12-
97;19;17311;357;0;18;2009-12-
31;11;17312;138;0;50;2009-07-
49;5;17313;141;0;84;2009-09-
97;38;17314;387;0;83;2007-10-
91;38;17314;214;0;90;2007-10-
62;38;17314;330;0;12;2007-10-
33;38;17315;214;0;149;2006-10-
24;2;17316;244;0;186;2006-06-
27;15;17317;262;0;132;2007-01-
29;15;17318;159;0;86;2005-01-
89;27;17319;371;0;50;2010-07-
14;29;17320;103;0;32;2009-04-
78;29;17320;296;0;116;2009-04-
43;29;17320;121;0;62;2009-04-
29;15;17321;196;0;184;2008-01-
105;15;17321;308;0;35;2008-01-
39;15;17321;169;0;191;2008-01-
44;15;17321;114;0;150;2008-01-
56;27;17322;391;0;122;2008-12-
11;32;17323;269;0;93;2006-01-
24;32;17323;222;0;80;2006-01-
81;32;17324;335;0;12;2005-01-
53;35;17325;371;0;196;2005-11-
59;32;17326;211;0;83;2009-01-
53;32;17326;277;0;186;2009-01-
40;29;17327;256;0;81;2005-12-
10;31;17328;101;0;63;2008-06-
14;31;17328;315;0;122;2008-06-
31;29;17329;140;0;39;2006-12-
2;29;17330;350;0;137;2010-04-
67;29;17330;282;0;186;2010-04-
43;19;17331;375;0;103;2005-08-
28;34;17332;226;0;197;2006-02-
34;40;17333;165;0;12;2005-03-
41;36;17334;311;0;91;2007-07-
56;36;17335;301;0;66;2006-07-
67;36;17335;278;0;34;2006-07-
91;36;17336;217;0;136;2005-07-
74;10;17337;369;0;160;2007-05-
67;31;17338;248;0;101;2007-10-
84;9;17339;100;0;119;2010-07-
101;30;17340;389;0;117;2007-03-
92;30;17340;366;0;70;2007-03-
79;36;17341;172;0;69;2008-04-
70;36;17341;266;0;15;2008-04-
75;36;17342;281;0;30;2009-04-
15;36;17343;113;0;102;2007-04-
62;36;17343;222;0;34;2007-04-
90;22;17344;283;0;20;2005-11-
52;22;17344;188;0;198;2005-11-
36;22;17344;104;0;68;2005-11-
23;12;17345;270;0;148;2008-08-
66;12;17345;195;0;122;2008-08-
74;12;17345;300;0;30;2008-08-
28;12;17345;212;0;149;2008-08-
78;25;17346;216;0;200;2006-08-
51;25;17346;371;0;64;2006-08-
64;26;17347;353;0;80;2007-06-
43;26;17347;159;0;32;2007-06-
47;26;17347;389;0;67;2007-06-
85;34;17348;279;0;49;2010-08-
56;26;17349;165;0;197;2009-06-
20;6;17350;204;0;154;2008-08-
72;6;17350;167;0;151;2008-08-
70;31;17351;194;0;31;2005-03-
52;31;17351;364;0;93;2005-03-
87;31;17351;302;0;61;2005-03-
104;31;17352;114;0;96;2007-03-
97;31;17352;333;0;78;2007-03-
40;31;17353;301;0;159;2006-03-
75;26;17354;375;0;27;2009-04-
15;26;17355;152;0;138;2008-04-
65;26;17355;369;0;129;2008-04-
85;26;17355;385;0;91;2008-04-
44;22;17356;312;0;44;2005-10-
64;22;17356;256;0;144;2005-10-
105;30;17357;174;0;100;2008-03-
55;26;17358;264;0;18;2007-04-
79;26;17359;324;0;122;2006-04-
39;33;17360;310;0;28;2007-02-
8;23;17361;371;0;72;2005-07-
44;23;17361;146;0;40;2005-07-
14;23;17362;142;0;26;2009-07-
104;23;17362;354;0;28;2009-07-
44;23;17363;162;0;85;2008-07-
33;17;17364;352;0;35;2009-12-
82;17;17364;214;0;27;2009-12-
65;17;17365;303;0;36;2008-12-
13;17;17365;396;0;140;2008-12-
21;17;17365;322;0;181;2008-12-
43;17;17365;154;0;175;2008-12-
83;13;17366;386;0;59;2009-02-
53;13;17367;132;0;40;2008-02-
26;17;17368;188;0;32;2005-12-
71;14;17369;218;0;79;2010-03-
16;17;17370;284;0;91;2006-12-
63;17;17370;319;0;77;2006-12-
24;35;17371;149;0;21;2005-09-
94;9;17372;329;0;48;2006-09-
35;9;17372;250;0;158;2006-09-
79;35;17373;288;0;56;2007-09-
105;35;17373;165;0;52;2007-09-
61;29;17374;125;0;189;2010-06-
36;29;17374;387;0;183;2010-06-
105;29;17374;100;0;176;2010-06-
25;15;17375;363;0;149;2008-05-
50;15;17375;137;0;27;2008-05-
70;28;17376;337;0;35;2009-10-
97;35;17377;351;0;140;2008-09-
45;35;17377;291;0;198;2008-09-
65;9;17378;294;0;113;2009-09-
50;9;17379;288;0;181;2008-09-
82;5;17380;315;0;113;2010-01-
37;26;17381;364;0;102;2006-10-
100;26;17382;105;0;140;2007-10-
98;26;17382;172;0;34;2007-10-
30;31;17383;284;0;80;2008-02-
88;31;17383;367;0;20;2008-02-
46;30;17384;289;0;129;2010-03-
63;30;17384;137;0;196;2010-03-
100;32;17385;112;0;96;2006-04-
76;32;17386;317;0;18;2005-04-
19;15;17387;204;0;102;2007-04-
86;26;17388;185;0;177;2009-10-
68;18;17389;289;0;129;2006-12-
15;30;17390;208;0;25;2006-05-
73;15;17391;247;0;82;2005-04-
24;13;17392;245;0;193;2006-03-
43;13;17392;368;0;85;2006-03-
68;13;17392;269;0;63;2006-03-
12;13;17393;293;0;27;2008-03-
72;17;17394;281;0;71;2007-01-
8;10;17395;165;0;30;2009-12-
5;10;17395;352;0;124;2009-12-
76;6;17396;198;0;36;2007-02-
39;32;17397;216;0;39;2009-07-
61;25;17398;106;0;43;2005-08-
56;25;17399;382;0;155;2006-08-
98;25;17399;315;0;120;2006-08-
36;32;17400;256;0;39;2008-07-
67;25;17401;314;0;123;2008-08-
58;25;17402;106;0;136;2009-08-
76;25;17402;238;0;62;2009-08-
86;32;17403;104;0;72;2005-07-
43;32;17404;399;0;104;2006-07-
27;15;17405;230;0;81;2008-05-
32;15;17405;103;0;55;2008-05-
19;6;17406;124;0;187;2010-01-
62;21;17407;251;0;80;2007-10-
4;15;17408;252;0;112;2008-11-
28;21;17409;325;0;156;2005-10-
9;3;17410;292;0;187;2006-09-
5;3;17411;239;0;174;2005-09-
27;3;17411;177;0;15;2005-09-
48;3;17411;166;0;41;2005-09-
19;3;17411;160;0;35;2005-09-
22;3;17412;286;0;182;2009-09-
79;3;17412;274;0;68;2009-09-
63;5;17413;235;0;28;2006-02-
14;15;17414;261;0;68;2006-11-
96;15;17414;205;0;43;2006-11-
52;15;17414;299;0;62;2006-11-
88;15;17414;147;0;104;2006-11-
28;17;17415;371;0;28;2009-01-
61;17;17415;292;0;11;2009-01-
24;21;17416;356;0;173;2008-10-
82;21;17417;393;0;112;2009-10-
84;9;17418;178;0;190;2007-07-
103;9;17419;371;0;113;2006-07-
65;9;17419;242;0;56;2006-07-
2;22;17420;237;0;81;2005-09-
31;5;17421;116;0;28;2007-09-
93;5;17421;177;0;14;2007-09-
104;22;17422;266;0;146;2006-09-
82;22;17423;178;0;149;2009-09-
94;16;17424;186;0;153;2007-11-
7;32;17425;153;0;195;2007-02-
24;32;17425;104;0;69;2007-02-
4;32;17426;265;0;131;2008-02-
21;24;17427;201;0;36;2010-05-
21;3;17428;251;0;191;2007-09-
33;25;17429;182;0;123;2005-05-
84;25;17430;266;0;90;2006-05-
51;2;17431;336;0;165;2005-10-
9;2;17431;139;0;32;2005-10-
87;2;17432;232;0;75;2007-10-
44;2;17432;230;0;68;2007-10-
100;2;17433;163;0;172;2008-10-
63;2;17433;231;0;123;2008-10-
105;25;17434;276;0;83;2008-05-
37;39;17435;290;0;128;2010-09-
12;39;17435;129;0;157;2010-09-
61;20;17436;356;0;62;2008-05-
75;20;17436;139;0;47;2008-05-
35;20;17436;185;0;87;2008-05-
95;20;17436;350;0;121;2008-05-
55;15;17437;160;0;198;2007-05-
65;33;17438;400;0;123;2010-07-
36;33;17438;368;0;150;2010-07-
24;33;17438;177;0;185;2010-07-
61;7;17439;228;0;172;2008-11-
32;7;17440;156;0;65;2009-11-
79;40;17441;285;0;78;2006-06-
55;40;17441;239;0;153;2006-06-
10;7;17442;337;0;130;2007-11-
50;7;17443;306;0;26;2005-11-
57;7;17443;344;0;115;2005-11-
91;6;17444;222;0;132;2007-11-
84;6;17444;176;0;138;2007-11-
59;6;17445;311;0;27;2005-11-
55;6;17445;192;0;54;2005-11-
70;12;17446;324;0;66;2007-08-
89;2;17447;275;0;43;2010-02-
35;2;17447;325;0;116;2010-02-
73;6;17448;155;0;119;2008-11-
42;6;17448;347;0;95;2008-11-
80;6;17448;284;0;107;2008-11-
57;23;17449;303;0;123;2005-12-
16;23;17450;353;0;22;2007-12-
51;27;17451;267;0;18;2010-05-
96;27;17451;132;0;102;2010-05-
61;27;17451;207;0;56;2010-05-
9;4;17452;133;0;194;2006-03-
85;4;17452;235;0;26;2006-03-
57;4;17452;156;0;192;2006-03-
85;38;17453;177;0;176;2007-06-
1;4;17454;108;0;147;2007-02-
104;29;17455;182;0;132;2008-03-
22;29;17455;230;0;185;2008-03-
36;4;17456;372;0;66;2008-02-
40;4;17456;201;0;132;2008-02-
34;4;17456;190;0;153;2008-02-
91;4;17457;384;0;101;2009-03-
64;4;17457;238;0;53;2009-03-
81;12;17458;257;0;178;2010-07-
8;37;17459;384;0;124;2010-10-
90;14;17460;265;0;97;2009-04-
12;14;17461;144;0;198;2008-04-
9;14;17461;189;0;20;2008-04-
46;34;17462;228;0;36;2008-11-
15;28;17463;175;0;151;2010-08-
77;28;17463;155;0;169;2010-08-
67;28;17463;330;0;109;2010-08-
83;28;17463;279;0;68;2010-08-
22;22;17464;272;0;21;2010-07-
73;12;17465;148;0;102;2006-08-
27;34;17466;241;0;22;2007-11-
29;14;17467;148;0;91;2007-04-
1;14;17468;345;0;69;2006-04-
100;14;17468;138;0;136;2006-04-
49;23;17469;102;0;57;2010-10-
82;23;17469;219;0;30;2010-10-
15;35;17470;224;0;164;2006-05-
56;35;17470;148;0;35;2006-05-
104;27;17471;200;0;133;2006-01-
14;27;17472;250;0;52;2007-01-
1;27;17473;186;0;127;2008-01-
44;31;17474;224;0;77;2006-03-
81;31;17475;302;0;82;2007-03-
13;31;17475;113;0;161;2007-03-
3;31;17475;376;0;63;2007-03-
84;16;17476;245;0;19;2008-09-
86;16;17476;112;0;176;2008-09-
34;16;17477;145;0;173;2009-09-
11;16;17477;269;0;12;2009-09-
10;33;17478;263;0;59;2006-01-
43;23;17479;106;0;188;2010-03-
101;23;17479;352;0;71;2010-03-
48;6;17480;265;0;103;2010-03-
105;9;17481;127;0;185;2005-05-
59;9;17482;375;0;199;2006-05-
79;33;17483;194;0;198;2007-10-
30;33;17483;380;0;37;2007-10-
31;33;17483;333;0;57;2007-10-
53;16;17484;223;0;41;2005-09-
45;9;17485;166;0;97;2010-05-
52;18;17486;251;0;19;2008-03-
64;18;17486;276;0;198;2008-03-
16;18;17487;175;0;40;2009-03-
17;18;17487;125;0;122;2009-03-
50;16;17488;174;0;89;2007-03-
95;16;17488;170;0;19;2007-03-
97;4;17489;324;0;132;2010-09-
20;4;17489;313;0;141;2010-09-
41;1;17490;331;0;22;2008-11-
64;26;17491;157;0;104;2010-07-
61;28;17492;100;0;44;2010-05-
51;32;17493;175;0;153;2005-12-
45;14;17494;298;0;53;2007-05-
65;14;17494;373;0;172;2007-05-
83;14;17494;280;0;122;2007-05-
55;14;17494;100;0;75;2007-05-
72;14;17495;182;0;114;2005-05-
73;14;17495;384;0;35;2005-05-
80;14;17495;326;0;137;2005-05-
56;35;17496;291;0;193;2009-04-
102;37;17497;222;0;36;2008-05-
102;9;17498;114;0;195;2010-02-
61;8;17499;296;0;35;2007-07-
39;35;17500;326;0;133;2007-04-
2;35;17501;202;0;192;2006-04-
61;24;17502;328;0;161;2009-12-
49;5;17503;352;0;25;2010-01-
67;40;17504;309;0;141;2007-06-
44;27;17505;124;0;173;2009-09-
38;27;17505;394;0;131;2009-09-
61;27;17506;367;0;54;2008-09-
66;27;17506;188;0;93;2008-09-
102;27;17507;270;0;139;2005-09-
67;27;17508;312;0;86;2007-09-
74;27;17508;330;0;24;2007-09-
52;27;17508;278;0;98;2007-09-
102;24;17509;190;0;123;2005-12-
5;24;17510;378;0;119;2007-12-
49;24;17510;299;0;179;2007-12-
49;24;17511;134;0;42;2006-12-
26;24;17511;341;0;199;2006-12-
37;38;17512;280;0;162;2010-01-
10;38;17512;168;0;193;2010-01-
58;29;17513;299;0;170;2005-11-
84;29;17513;216;0;116;2005-11-
44;33;17514;352;0;26;2006-09-
39;33;17515;163;0;176;2007-09-
31;33;17515;307;0;169;2007-09-
40;24;17516;355;0;77;2010-01-
84;9;17517;355;0;128;2010-07-
93;8;17518;398;0;60;2009-08-
16;7;17519;329;0;171;2010-09-
67;25;17520;347;0;114;2009-12-
54;24;17521;147;0;63;2010-02-
75;25;17522;299;0;15;2005-12-
79;25;17522;271;0;67;2005-12-
26;25;17522;159;0;148;2005-12-
101;17;17523;238;0;151;2009-12-
105;38;17524;202;0;53;2007-11-
79;38;17524;316;0;44;2007-11-
95;38;17525;302;0;147;2008-12-
3;19;17526;186;0;128;2009-07-
76;19;17526;125;0;105;2009-07-
92;1;17527;319;0;82;2006-03-
25;1;17527;278;0;68;2006-03-
1;1;17528;268;0;58;2007-03-
3;1;17528;174;0;14;2007-03-
94;19;17529;265;0;108;2005-07-
69;19;17529;178;0;198;2005-07-
79;19;17529;115;0;69;2005-07-
54;7;17530;261;0;110;2005-11-
6;40;17531;292;0;158;2009-06-
71;40;17531;381;0;155;2009-06-
97;40;17531;113;0;178;2009-06-
81;40;17531;340;0;41;2009-06-
52;40;17532;258;0;145;2005-06-
96;40;17532;394;0;107;2005-06-
88;40;17533;356;0;152;2006-06-
4;40;17534;337;0;109;2007-06-
66;40;17534;140;0;127;2007-06-
71;7;17535;298;0;98;2009-11-
102;7;17536;268;0;81;2008-11-
28;38;17537;245;0;175;2009-01-
14;10;17538;144;0;67;2008-09-
71;10;17538;190;0;73;2008-09-
72;10;17538;294;0;198;2008-09-
80;10;17539;373;0;35;2009-09-
29;10;17539;138;0;134;2009-09-
74;10;17539;370;0;29;2009-09-
43;22;17540;173;0;20;2010-02-
60;25;17541;343;0;32;2010-03-
77;25;17541;123;0;54;2010-03-
72;25;17541;317;0;112;2010-03-
101;25;17541;126;0;15;2010-03-
93;10;17542;234;0;72;2006-09-
97;38;17543;106;0;71;2005-01-
37;38;17543;183;0;169;2005-01-
76;38;17544;382;0;18;2006-01-
94;24;17545;324;0;141;2007-09-
96;5;17546;184;0;200;2010-03-
21;1;17547;240;0;156;2006-10-
12;1;17548;181;0;52;2008-10-
48;1;17549;135;0;135;2009-10-
103;18;17550;295;0;60;2010-05-
37;28;17551;184;0;61;2010-01-
17;31;17552;392;0;90;2006-02-
47;31;17553;186;0;188;2007-02-
52;7;17554;228;0;97;2007-08-
45;7;17555;361;0;81;2006-08-
103;7;17555;281;0;126;2006-08-
64;4;17556;316;0;128;2010-07-
40;20;17557;321;0;77;2010-03-
2;20;17557;380;0;55;2010-03-
77;12;17558;276;0;168;2009-07-
83;12;17558;329;0;177;2009-07-
36;7;17559;185;0;56;2009-08-
102;7;17559;309;0;24;2009-08-
102;31;17560;341;0;19;2008-02-
50;1;17561;347;0;59;2010-09-
64;29;17562;262;0;122;2009-01-
46;38;17563;282;0;133;2008-06-
12;38;17564;330;0;133;2009-06-
20;18;17565;370;0;116;2006-05-
7;18;17565;397;0;74;2006-05-
78;18;17566;182;0;61;2007-05-
58;18;17567;260;0;104;2008-05-
7;18;17568;261;0;102;2009-05-
48;18;17568;400;0;112;2009-05-
39;18;17568;353;0;173;2009-05-
60;18;17568;306;0;11;2009-05-
73;18;17568;224;0;11;2009-05-
41;38;17569;380;0;176;2006-06-
81;38;17569;102;0;183;2006-06-
5;29;17570;370;0;190;2005-01-
74;13;17571;155;0;171;2007-06-
19;34;17572;333;0;176;2008-03-
8;23;17573;280;0;149;2009-12-
17;34;17574;139;0;149;2006-03-
78;34;17574;184;0;38;2006-03-
40;34;17575;160;0;12;2007-03-
55;12;17576;116;0;86;2009-01-
91;12;17577;272;0;125;2008-01-
73;12;17577;201;0;175;2008-01-
4;11;17578;279;0;173;2007-06-
12;11;17579;333;0;187;2009-11-
77;11;17580;386;0;83;2005-06-
66;11;17581;388;0;55;2008-06-
80;12;17582;376;0;24;2006-01-
5;12;17583;363;0;119;2005-01-
95;12;17583;387;0;95;2005-01-
47;12;17583;223;0;23;2005-01-
7;20;17584;295;0;64;2006-10-
73;37;17585;104;0;74;2006-10-
48;37;17585;243;0;170;2006-10-
4;37;17586;289;0;26;2005-07-
3;37;17587;161;0;98;2006-07-
52;37;17587;166;0;200;2006-07-
103;37;17587;213;0;129;2006-07-
11;37;17587;225;0;101;2006-07-
97;37;17588;344;0;130;2008-07-
58;37;17588;236;0;155;2008-07-
34;37;17589;143;0;97;2009-07-
88;37;17590;312;0;42;2008-10-
4;11;17591;378;0;123;2005-11-
42;37;17592;327;0;168;2005-06-
104;37;17592;224;0;161;2005-06-
48;10;17593;223;0;70;2005-07-
46;10;17594;287;0;71;2006-07-
15;10;17595;381;0;184;2007-07-
81;10;17595;399;0;76;2007-07-
18;10;17595;132;0;55;2007-07-
73;35;17596;247;0;72;2007-07-
76;10;17597;185;0;77;2008-07-
42;3;17598;288;0;74;2010-04-
41;37;17599;141;0;125;2008-06-
101;37;17599;345;0;82;2008-06-
75;37;17599;322;0;48;2008-06-
33;17;17600;243;0;190;2009-04-
79;17;17600;394;0;63;2009-04-
84;33;17601;224;0;33;2009-02-
54;28;17602;144;0;137;2010-04-
43;29;17603;218;0;105;2007-05-
57;29;17604;369;0;160;2006-05-
47;29;17605;189;0;129;2005-05-
83;39;17606;180;0;118;2009-08-
28;3;17607;344;0;185;2006-08-
66;3;17607;364;0;42;2006-08-
36;3;17608;396;0;107;2007-08-
103;3;17609;337;0;148;2005-08-
49;27;17610;270;0;187;2009-08-
25;27;17610;365;0;52;2009-08-
1;27;17610;176;0;38;2009-08-
70;3;17611;168;0;146;2008-08-
82;40;17612;118;0;25;2005-04-
104;29;17613;339;0;90;2009-05-
49;29;17613;305;0;166;2009-05-
73;29;17613;145;0;53;2009-05-
52;29;17613;143;0;70;2009-05-
83;29;17614;338;0;17;2008-05-
30;27;17615;142;0;68;2009-09-
27;35;17616;222;0;79;2009-02-
7;28;17617;332;0;140;2009-04-
34;10;17618;222;0;24;2007-12-
87;10;17618;109;0;44;2007-12-
2;6;17619;379;0;37;2009-08-
105;6;17620;211;0;63;2008-08-
90;6;17620;202;0;78;2008-08-
91;28;17621;354;0;132;2005-04-
90;28;17621;233;0;14;2005-04-
27;6;17622;385;0;24;2006-08-
46;28;17623;163;0;72;2006-04-
29;28;17623;344;0;193;2006-04-
26;35;17624;153;0;140;2010-05-
32;35;17625;336;0;11;2007-02-
56;35;17625;221;0;110;2007-02-
80;3;17626;350;0;32;2007-05-
70;11;17627;372;0;65;2009-09-
48;11;17628;396;0;64;2008-09-
71;19;17629;327;0;181;2010-10-
73;19;17629;162;0;63;2010-10-
42;11;17630;380;0;167;2007-09-
46;11;17631;400;0;179;2006-09-
30;3;17632;392;0;118;2009-05-
54;17;17633;303;0;82;2007-04-
90;19;17634;392;0;32;2005-03-
85;20;17635;333;0;103;2005-07-
68;20;17635;222;0;136;2005-07-
97;19;17636;388;0;84;2006-03-
18;19;17636;128;0;127;2006-03-
44;19;17636;352;0;28;2006-03-
65;16;17637;194;0;19;2009-08-
17;16;17638;291;0;132;2008-08-
46;16;17638;269;0;175;2008-08-
75;1;17639;158;0;194;2008-09-
73;16;17640;336;0;102;2005-08-
8;16;17640;389;0;33;2005-08-
53;1;17641;306;0;93;2007-09-
98;17;17642;154;0;112;2005-04-
5;19;17643;276;0;19;2008-03-
89;26;17644;368;0;83;2008-08-
9;21;17645;140;0;155;2009-03-
103;34;17646;369;0;196;2006-10-
70;34;17647;354;0;63;2005-10-
7;4;17648;132;0;189;2007-12-
98;26;17649;282;0;113;2005-05-
8;4;17650;220;0;185;2006-10-
56;34;17651;165;1;148;2009-10-
57;34;17651;129;1;102;2009-10-
94;34;17651;243;1;14;2009-10-
51;34;17651;123;1;119;2009-10-
33;34;17651;112;1;11;2009-10-
30;34;17652;245;1;122;2008-10-
42;30;17653;290;0;168;2007-12-
72;30;17654;253;0;140;2005-12-
66;17;17655;262;0;135;2005-03-
62;17;17655;381;0;197;2005-03-
91;32;17656;269;0;85;2006-11-
98;8;17657;224;0;35;2009-12-
86;8;17657;246;0;114;2009-12-
32;17;17658;181;0;17;2006-03-
72;17;17658;107;0;137;2006-03-
105;17;17658;202;0;78;2006-03-
53;17;17659;129;0;84;2009-03-
26;27;17660;287;0;188;2010-01-
66;27;17660;251;0;191;2010-01-
58;8;17661;359;0;82;2005-12-
73;8;17661;316;0;68;2005-12-
43;32;17662;172;0;92;2008-11-
70;30;17663;277;0;178;2010-07-
105;4;17664;196;0;143;2009-02-
99;4;17665;222;0;22;2008-02-
60;4;17665;323;0;32;2008-02-
84;24;17666;197;0;127;2006-07-
104;17;17667;251;0;176;2008-09-
40;28;17668;231;0;189;2010-04-
49;24;17669;125;0;86;2008-07-
65;4;17670;400;0;158;2007-02-
64;4;17670;123;0;66;2007-02-
32;4;17671;317;0;37;2005-02-
41;36;17672;278;0;64;2005-01-
33;21;17673;209;0;108;2009-03-
37;21;17674;135;0;163;2008-03-
56;36;17675;165;0;134;2007-01-
48;36;17675;308;0;11;2007-01-
5;21;17676;164;0;176;2005-03-
88;22;17677;384;0;37;2008-07-
70;26;17678;120;0;164;2008-09-
75;26;17678;288;0;47;2008-09-
87;26;17679;384;0;130;2007-09-
46;26;17680;243;0;115;2006-09-
99;26;17680;189;0;88;2006-09-
15;26;17681;382;0;137;2005-09-
58;26;17681;137;0;54;2005-09-
14;17;17682;172;0;40;2010-05-
65;8;17683;319;0;49;2007-08-
91;23;17684;346;0;36;2008-02-
49;23;17685;195;0;51;2007-02-
93;23;17685;264;0;66;2007-02-
73;23;17686;360;0;85;2006-02-
101;23;17687;164;0;97;2005-02-
98;23;17687;332;0;108;2005-02-
22;20;17688;202;0;20;2007-03-
88;4;17689;101;0;75;2008-03-
22;4;17689;312;0;43;2008-03-
20;4;17690;269;0;151;2009-03-
57;12;17691;156;0;80;2007-10-
13;12;17692;332;0;18;2010-07-
38;12;17692;122;0;33;2010-07-
17;38;17693;344;0;69;2010-04-
81;38;17693;313;0;63;2010-04-
65;38;17693;338;0;54;2010-04-
10;28;17694;366;0;186;2007-05-
59;28;17694;326;0;180;2007-05-
43;4;17695;238;0;102;2006-03-
19;4;17695;288;0;90;2006-03-
59;4;17696;173;0;113;2007-03-
83;20;17697;365;0;125;2008-03-
58;20;17698;265;0;81;2009-03-
104;20;17698;298;0;51;2009-03-
65;20;17698;209;0;75;2009-03-
103;39;17699;284;0;104;2010-01-
72;39;17699;296;0;130;2010-01-
64;24;17700;381;0;42;2008-06-
44;24;17700;353;0;71;2008-06-
85;24;17701;323;0;171;2009-06-
40;8;17702;363;0;30;2008-05-
32;8;17703;174;0;75;2009-05-
64;8;17704;128;0;106;2006-05-
81;8;17704;214;0;66;2006-05-
99;24;17705;359;0;151;2006-06-
11;21;17706;220;0;99;2007-08-
42;21;17706;207;0;135;2007-08-
69;14;17707;193;0;123;2005-09-
69;35;17708;350;0;167;2009-09-
17;33;17709;304;0;107;2010-08-
91;33;17709;341;0;101;2010-08-
68;39;17710;336;0;50;2005-08-
37;34;17711;148;0;75;2005-12-
7;34;17711;316;0;186;2005-12-
54;34;17711;285;0;193;2005-12-
78;35;17712;365;0;111;2005-03-
76;34;17713;368;0;108;2007-12-
102;30;17714;292;0;186;2005-02-
11;5;17715;141;0;138;2009-06-
93;3;17716;214;0;72;2010-01-
87;3;17716;340;0;55;2010-01-
39;3;17716;272;0;84;2010-01-
11;38;17717;127;0;107;2010-05-
55;24;17718;384;0;101;2009-06-
58;24;17719;379;0;182;2007-06-
78;24;17720;285;0;23;2006-06-
66;24;17721;148;0;120;2005-06-
87;27;17722;181;0;82;2007-04-
30;21;17723;214;0;136;2005-03-
58;21;17723;246;0;16;2005-03-
41;21;17724;299;0;125;2006-03-
68;21;17725;256;0;75;2007-03-
87;21;17725;228;0;100;2007-03-
19;21;17725;323;0;82;2007-03-
72;13;17726;238;0;195;2010-07-
63;7;17727;221;0;75;2010-05-
21;21;17728;136;0;123;2009-03-
84;33;17729;233;0;118;2007-08-
41;33;17729;385;0;124;2007-08-
17;33;17729;152;0;140;2007-08-
71;33;17730;362;0;71;2006-08-
3;39;17731;100;0;21;2005-03-
33;11;17732;396;0;42;2006-01-
84;2;17733;335;0;17;2009-02-
92;2;17733;355;0;37;2009-02-
103;15;17734;261;0;193;2010-05-
77;11;17735;308;0;194;2005-01-
88;8;17736;141;0;172;2006-12-
81;33;17737;264;0;106;2009-08-
26;33;17737;274;0;196;2009-08-
20;33;17738;195;0;65;2008-08-
28;33;17738;375;0;181;2008-08-
97;6;17739;383;0;95;2006-07-
104;6;17740;296;0;116;2007-07-
74;21;17741;369;0;57;2006-09-
